"direction","partner_name","licensor","licensee","status","start_date","end_type","end_date","territories","distribution_types","platform","royalty_type","royalty_details","payment_terms","notes","website_link","source_key","import_action","review_notes","source_sheet","source_row","document_url","partner_website","partner_contacts","content_titles","content_seasons","reporting_frequency","raw_source_data"
"rights_out","Roku","TBN","Roku","draft","","","","","FAST","Roku","","","","","","digital-licensing-master:FAST Contracts:12","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","12","","","","","","","{""FAST Platform"":""Roku"",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","Tubi","TBN","Tubi","draft","","","","","FAST","Tubi","","","","Payment Tracking row 16: VOD/FAST: VOD; Platform: Tubi; Reports: Dashboard Monthly; Payment Recieved: Q; Payment Terms: Net 90; Report Type: Detailed; Drive Thru History: Yes; Notes: Can withhold payment if less than $1000
Email List & Tracking Notes row 27: Company: Tubi; Email: aaraujo@tubi.tv","","digital-licensing-master:FAST Contracts:13","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","13","","","aaraujo@tubi.tv","","","","{""FAST Platform"":""Tubi"",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","Platforms Waiting for Updated 8-10 Minutes of Ads (Amagi Playout)","TBN","Platforms Waiting for Updated 8-10 Minutes of Ads (Amagi Playout)","draft","","","","","FAST","Platforms Waiting for Updated 8-10 Minutes of Ads (Amagi Playout)","","","","","","digital-licensing-master:FAST Contracts:15","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","15","","","","","","","{""FAST Platform"":""Platforms Waiting for Updated 8-10 Minutes of Ads (Amagi Playout)"",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","Pluto - updating","TBN","Pluto - updating","draft","","","","","FAST","Pluto - updating","","","","","","digital-licensing-master:FAST Contracts:16","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","16","","","","","","","{""FAST Platform"":""Pluto - updating"",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","Xumo - updating","TBN","Xumo - updating","draft","","","","","FAST","Xumo - updating","","","","","","digital-licensing-master:FAST Contracts:17","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","17","","","","","","","{""FAST Platform"":""Xumo - updating"",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","XUMO wants to add us to Google Freeplay when we get new feed in october.","TBN","XUMO wants to add us to Google Freeplay when we get new feed in october.","draft","","","","","FAST","XUMO wants to add us to Google Freeplay when we get new feed in october.","","","","","","digital-licensing-master:FAST Contracts:18","review","Missing status was retained as draft; Missing expiration/end-type information","FAST Contracts","18","","","","","","","{""FAST Platform"":""XUMO wants to add us to Google Freeplay when we get new feed in october."",""Contract Status"":"""",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":"""",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":"""",""Primary Contact"":"""",""Email"":"""",""Additional Email"":"""",""Tech Email"":"""",""Website Link"":"""",""Notes"":""""}"
"rights_out","Freecast","TBN","Freecast","terminated","2020-03-25","","","","FAST","Freecast","","","","SENT NOTICE OF TERMINATION ON 2/25/26 Just partnered with Roku / Dish Sling / Foxx Develpment / X-Stream Cloud Gaming Consoledidn't have ad system until Jan of 23, they split the ad server fees with TBN and they are building a dashboard per Tracy's email to K. Tracy also states: ""I am happy to look at TBN selling 50% of the ad inventory. I also have an amendment for the WW territory that I can send once I hear from you on advertising.""
Distribution point: HLS Feed
Source expiration: Effective unless terminated
Payment Tracking row 4: VOD/FAST: FAST; Platform: Freecast; Reports: Email Monthly; Payment Recieved: ?; Payment Terms: Net 30; Report Type: Linear; Notes: Paid on Aug 25th, don't have history of payment to determine payment sch.
Email List & Tracking Notes row 11: Company: Freecast; Email: dane@freecast.com; Email 2: tracy@freecast.com; Billing: accounting@freecast.com","https://freecast.com/","digital-licensing-master:FAST Contracts:20","review","Expiration language requires review: Effective unless terminated","FAST Contracts","20","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/Freecast/Contracts/2020-2024?preview=FreeCast+TBN+8.26.20.pdf","https://freecast.com/","Tracy West | tracy@freecast.com | creyes@freecast.com | Accounting@freecast.com | dane@freecast.com | dane@freecast.com | tracy@freecast.com | accounting@freecast.com","","","","{""FAST Platform"":""Freecast"",""Contract Status"":""Terminated"",""FAST Feeds"":"""",""Territory"":"""",""Deal Terms ($$)"":"""",""Distribution Point"":""HLS Feed"",""Contract Type"":"""",""Contract Date"":""2020-03-25"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""Freecast"",""Primary Contact"":""Tracy West"",""Email"":""tracy@freecast.com"",""Additional Email"":""Accounting@freecast.com"",""Tech Email"":""dane@freecast.com"",""Website Link"":""https://freecast.com/"",""Notes"":""SENT NOTICE OF TERMINATION ON 2/25/26 Just partnered with Roku / Dish Sling / Foxx Develpment / X-Stream Cloud Gaming Consoledidn't have ad system until Jan of 23, they split the ad server fees with TBN and they are building a dashboard per Tracy's email to K. Tracy also states: \""I am happy to look at TBN selling 50% of the ad inventory. I also have an amendment for the WW territory that I can send once I hear from you on advertising.\""""}"
"rights_out","ABSCBN/iWantTFC/ANC","TBN","ABSCBN/iWantTFC/ANC","active","2024-03-21","","","Global","VOD","ABSCBN/iWantTFC/ANC","revenue_share","50% revenue share","","from email on 5/16/25 they have not aired DTH yet/ supposedly they airing on their linear channel.... now it is just digital.
Source content/feed scope: Insights S1 / America's Hidden History S1&2 / DTH S4,5,6 / Route 60 / Insights to Israel
Source deal terms: 0.5
Source payout schedule: Q
Source expiration: Effective unless terminated
Payment Tracking row 7: VOD/FAST: VOD; Platform: ABSCBN/iWantTFC/ANC; Reports: Email Quarterly; Payment Recieved: Q; Payment Terms: Net 60; Report Type: Detailed; Drive Thru History: Yes; Notes: Shall send report no later than 15 days after Q / Have not launched DTH yet.... Should we email to not launch?
Email List & Tracking Notes row 2: Company: ABSCBN/iWantTFC/ANC; Email: mike_tolentino@abs-cbn.com; Email 2: mark_valdez@abs-cbn.com; Billing: ebpenales@abs-cbn.com (AR for ABS-CBN); Tracking Notes: Myk said he is gettin us a rev report; As of Date: 2025-08-28","https://www.abs-cbn.com/","digital-licensing-master:VOD Contracts:2","review","Expiration language requires review: Effective unless terminated","VOD Contracts","2","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/ABS-CBN/Contracts/2020-2024?preview=2024.3.21+TBN_ABSCBN_LICENSING_AGREEMENT_FULLY+SIGNED.pdf","https://www.abs-cbn.com/","Michael Tolentino | mike_tolentino@abs-cbn.com | Mark_Valdez@abs-cbn.com | ebpenales@abs-cbn.com (AR for ABS-CBN) | mike_tolentino@abs-cbn.com | mark_valdez@abs-cbn.com | ebpenales@abs-cbn.com (AR for ABS-CBN)","Route 60|Insights to Israel","Insights::1|America's Hidden History::1|America's Hidden History::2|DTH::4|DTH::5|DTH::6","","{""Platform"":""ABSCBN/iWantTFC/ANC"",""Agreement Status"":""Active"",""Content"":""Insights S1 / America's Hidden History S1&2 / DTH S4,5,6 / Route 60 / Insights to Israel"",""Territory"":""WW"",""Deal Terms ($$)"":""0.5"",""Payout Sch"":""Q"",""Contract Type"":"""",""Contract Date"":""2024-03-21"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""ABS-CBN"",""Website Link"":""https://www.abs-cbn.com/"",""Primary Contact"":""Michael Tolentino"",""Email"":""mike_tolentino@abs-cbn.com"",""Additional Email"":""ebpenales@abs-cbn.com (AR for ABS-CBN)"",""Notes"":""from email on 5/16/25 they have not aired DTH yet/ supposedly they airing on their linear channel.... now it is just digital.""}"
"rights_out","Allied Vaughn/Willette Acquisition Corp.","TBN","Allied Vaughn/Willette Acquisition Corp.","active","2022-05-15","","","United States","VOD","Allied Vaughn/Willette Acquisition Corp.","","","","Auto renews for 1 year periods unless either party gives 60 days notice
Source contract type: MOD License Agreement
Source content/feed scope: TD Jakes Crushing(DVD9)/Joel Osteen- You Are Stronger Than You Think(DVD9)/ Route 60(ENG & SPANISH)
Source deal terms: ABS
Source payout schedule: Monthly
Source expiration: Effective unless terminated
Payment Tracking row 8: VOD/FAST: VOD; Platform: Allied Vaughn/Willette Acquisition Corp.; Reports: Email Monthly; Payment Recieved: Q; Payment Terms: Net 60; Report Type: Detailed; Drive Thru History: No
Email List & Tracking Notes row 3: Company: Allied Vaughn/Willette Acquisition Corp.; Email: onboard.support@alliedvaughn.com","https://www.alliedvaughn.com/","digital-licensing-master:VOD Contracts:3","review","Expiration language requires review: Effective unless terminated; Deal terms were preserved in notes and require financial review: ABS","VOD Contracts","3","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/Allied%20Vaughn/Contracts/2020-2024?preview=MOD+Fully+Executed+Agreement.pdf","https://www.alliedvaughn.com/","onboard.support@alliedvaughn.com | chuck.reinhart@alliedvaughn.com | onboard.support@alliedvaughn.com","TD Jakes Crushing(DVD9)|Joel Osteen- You Are Stronger Than You Think(DVD9)|Route 60(ENG & SPANISH)","","monthly","{""Platform"":""Allied Vaughn/Willette Acquisition Corp."",""Agreement Status"":""Active"",""Content"":""TD Jakes Crushing(DVD9)/Joel Osteen- You Are Stronger Than You Think(DVD9)/ Route 60(ENG & SPANISH)"",""Territory"":""US"",""Deal Terms ($$)"":""ABS"",""Payout Sch"":""Monthly"",""Contract Type"":""MOD License Agreement"",""Contract Date"":""2022-05-15"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""Allied Vaughn"",""Website Link"":""https://www.alliedvaughn.com/"",""Primary Contact"":"""",""Email"":""onboard.support@alliedvaughn.com"",""Additional Email"":"""",""Notes"":""Auto renews for 1 year periods unless either party gives 60 days notice""}"
"rights_out","Amazon Prime Video","TBN","Amazon Prime Video","active","","","","Global","VOD","Amazon Prime Video","","","","Perpetuity unless given 90 day notice / Amazon would not License ""18 Minutes with Jesus""
Source payout schedule: Dashboard
Source expiration: Effective unless terminated
Payment Tracking row 9: VOD/FAST: VOD; Platform: Amazon Prime Video; Reports: Dashboard Monthly; Payment Recieved: Monthly; Payment Terms: Net 90; Report Type: Detailed; Drive Thru History: Yes
Email List & Tracking Notes row 6: Company: Amazon Prime Video; Email: ausyip@amazon.com; Email 2: guerrone@amazon.com","https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root","digital-licensing-master:VOD Contracts:4","review","Expiration language requires review: Effective unless terminated","VOD Contracts","4","https://videocentral.amazon.com/support/legal/self-publishing-partner-digital-license-agreement","https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root","guerrone@amazon.com | ausyip@amazon.com | ftvc-editorial@amazon.com/malcedo@amazon.com(marketing) | ausyip@amazon.com | guerrone@amazon.com","","","","{""Platform"":""Amazon Prime Video"",""Agreement Status"":""Active"",""Content"":"""",""Territory"":""WW"",""Deal Terms ($$)"":"""",""Payout Sch"":""Dashboard"",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""Amazon PVD"",""Website Link"":""https://www.primevideo.com/offers/nonprimehomepage/ref=dv_web_force_root"",""Primary Contact"":"""",""Email"":""guerrone@amazon.com"",""Additional Email"":""ftvc-editorial@amazon.com/malcedo@amazon.com(marketing)"",""Notes"":""Perpetuity unless given 90 day notice / Amazon would not License \""18 Minutes with Jesus\""""}"
"rights_out","CW","TBN","CW","active","","","","United States","VOD","CW","","","","Auto renews for 1 year periods unless either party gives 60 days notice
Source content/feed scope: America's Hidden History / One on One with Kirk Cameron / The Omega Code / One night with the King / Omega Code 2 / Carman: the Champion / Homeschool Awakening
Source deal terms: -
Source payout schedule: Q
Source expiration: Effective unless terminated
Payment Tracking row 10: VOD/FAST: VOD; Platform: CW; Reports: Email Quarterly; Payment Recieved: Q; Payment Terms: Net 60; Report Type: Detailed; Drive Thru History: No; Notes: typically sends Q report 2 months after quarter ends
Email List & Tracking Notes row 9: Company: CW; Email: michelle.david@cwtv.com; Email 2: jason.lee@cwtv.com","https://www.cwtv.com/","digital-licensing-master:VOD Contracts:5","review","Expiration language requires review: Effective unless terminated","VOD Contracts","5","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/CW%20TV/Contracts/2020-2024?preview=Trinity+Broadcasting+-+CW+AVOD+and+FAST+Content+License+Agreement+%283.13.24%29+FULLY+EXECUTED.pdf","https://www.cwtv.com/","Michelle David | Michelle.david@cwtv.com | Cwpartnerships@cwtv.com | jason.lee@cwtv.com | michelle.david@cwtv.com | jason.lee@cwtv.com","America's Hidden History|One on One with Kirk Cameron|The Omega Code|One night with the King|Omega Code 2|Carman: the Champion|Homeschool Awakening","","","{""Platform"":""CW"",""Agreement Status"":""Active"",""Content"":""America's Hidden History / One on One with Kirk Cameron / The Omega Code / One night with the King / Omega Code 2 / Carman: the Champion / Homeschool Awakening"",""Territory"":""US"",""Deal Terms ($$)"":""-"",""Payout Sch"":""Q"",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""CW"",""Website Link"":""https://www.cwtv.com/"",""Primary Contact"":""Michelle David"",""Email"":""Michelle.david@cwtv.com"",""Additional Email"":""jason.lee@cwtv.com"",""Notes"":""Auto renews for 1 year periods unless either party gives 60 days notice""}"
"rights_out","Hoopla","TBN","Hoopla","active","2024-08-31","","","United States|Canada","VOD","Hoopla","","","","Ends on the date of material delivery; automatic one year renewals; may terminate w/ 60 day notice
Source contract type: Distribution Agreement
Source content/feed scope: DTH S4,5,6/ Inexplicable / Crushing / Your Best Life Now / America's Hidden History / Jesus the Game Changer / Homeschool Awakening / Route 60 / One night with the King/ You are Stronger/Insights to Israel
Source deal terms: -
Source payout schedule: Monthly
Source expiration: Effective unless terminated
Payment Tracking row 11: VOD/FAST: VOD; Platform: Hoopla; Reports: Dashboard Monthly; Payment Recieved: Monthly; Payment Terms: Net 60; Report Type: Detailed; Drive Thru History: Yes; Notes: Can withhold payment if less than $500 /
Email List & Tracking Notes row 12: Company: Hoopla; Email: KTurja@hoopladigital.com; Email 2: catzappa@hoopladigital.com; As of Date: 2025-07-10","https://www.hoopladigital.com/","digital-licensing-master:VOD Contracts:6","review","Expiration language requires review: Effective unless terminated","VOD Contracts","6","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/Hoopla/Contracts/2020-2024?preview=Completed_with_DocuSign_2023-4-24_TBN_hoopla_FULLY+EXECUTED.pdf","https://www.hoopladigital.com/","Kali Turja | kturja@hoopladigital.com | catzappa@hoopladigital.com | KTurja@hoopladigital.com | catzappa@hoopladigital.com","Inexplicable|Crushing|Your Best Life Now|America's Hidden History|Jesus the Game Changer|Homeschool Awakening|Route 60|One night with the King|You are Stronger|Insights to Israel","DTH::4|DTH::5|DTH::6","monthly","{""Platform"":""Hoopla"",""Agreement Status"":""Active"",""Content"":""DTH S4,5,6/ Inexplicable / Crushing / Your Best Life Now / America's Hidden History / Jesus the Game Changer / Homeschool Awakening / Route 60 / One night with the King/ You are Stronger/Insights to Israel"",""Territory"":""US / CA"",""Deal Terms ($$)"":""-"",""Payout Sch"":""Monthly"",""Contract Type"":""Distribution Agreement"",""Contract Date"":""2024-08-31"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""Hoopla"",""Website Link"":""https://www.hoopladigital.com/"",""Primary Contact"":""Kali Turja"",""Email"":""kturja@hoopladigital.com"",""Additional Email"":"""",""Notes"":""Ends on the date of material delivery; automatic one year renewals; may terminate w/ 60 day notice""}"
"rights_out","IZZY","TBN","IZZY","active","2022-09-15","","","","VOD","IZZY","revenue_share","20% revenue share","","Quartley Payments
Source contract type: Licensing Agreement
Source content/feed scope: Insights/ The Abraham Accords
Source deal terms: 0.2
Source payout schedule: Q
Source expiration: Effective unless terminated
Payment Tracking row 12: VOD/FAST: VOD; Platform: IZZY; Reports: Email Quarterly; Payment Recieved: Q; Payment Terms: Net 45; Report Type: Detailed; Drive Thru History: Yes
Email List & Tracking Notes row 13: Company: IZZY; Email: Chaya@israelmedia.group","https://izzy.streamisrael.tv/","digital-licensing-master:VOD Contracts:7","review","Expiration language requires review: Effective unless terminated; Unmapped territories: IL","VOD Contracts","7","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/IZZY/Contracts/2020-2024?preview=TBN_STREAM+ISRAEL_LICENSING+AGREEMENT_09.9.22_FULLY+SIGNED+%281%29.pdf","https://izzy.streamisrael.tv/","Chaya Savoia Haim | Chaya@israelmedia.group | Chaya@israelmedia.group","Insights|The Abraham Accords","","","{""Platform"":""IZZY"",""Agreement Status"":""Active"",""Content"":""Insights/ The Abraham Accords"",""Territory"":""IL"",""Deal Terms ($$)"":""0.2"",""Payout Sch"":""Q"",""Contract Type"":""Licensing Agreement"",""Contract Date"":""2022-09-15"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""IZZY"",""Website Link"":""https://izzy.streamisrael.tv/"",""Primary Contact"":""Chaya Savoia Haim"",""Email"":""Chaya@israelmedia.group"",""Additional Email"":"""",""Notes"":""Quartley Payments""}"
"rights_out","Premiere Digital Services","TBN","Premiere Digital Services","active","2023-05-26","","","","VOD","Premiere Digital Services","revenue_share","15% revenue share","","Any Platform other than Itunes, Google Play, Amazon, and Microsoft Xbox require a ""Pitch"" Pitch Fee=$150 per film or per TV Season / Delivery Rates: Film First platform=$800 Additional Platform $175 Episodic First Platform (0-30) = $225 (31-60) $350 Addidtional Platform: $100 / Pitch Fees: $150 per title or TV Season, per platform
Source contract type: Master Service Agreement
Source content/feed scope: See Premiere Dashboard
Source deal terms: 0.15
Source payout schedule: Dashboard
Source expiration: Effective unless terminated
Payment Tracking row 13: VOD/FAST: VOD; Platform: Premiere Digital Services; Reports: Dashboard Monthly; Payment Recieved: Monthly; Payment Terms: Net 30; Report Type: Detailed; Drive Thru History: Yes
Email List & Tracking Notes row 17: Company: Premiere Digital Services; Email: natalie@premierdigital.com; Email 2: victor.bretado@premieredigital.com; Billing: invoicing@premieredigital.net; Tracking Notes: Waiting on post to be done with assets/ refer to Master Catalog for progress status","https://www.premieredigital.com/","digital-licensing-master:VOD Contracts:8","review","Expiration language requires review: Effective unless terminated; Unmapped territories: WW?","VOD Contracts","8","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/Premiere%20Digital/Contracts/2020-2024?preview=MSA+TBN+%2B+Premiere+Digital+-+5.26.23+CLEAN+V3+FULLY+SIGNED+%281%29+-+signed.pdf","https://www.premieredigital.com/","Chandler Greer | Chandler.Greer@premieredigital.com | Teamwhite@premieredigital.com | natalie@premierdigital.com | victor.bretado@premieredigital.com | invoicing@premieredigital.net","See Premiere Dashboard","","","{""Platform"":""Premiere Digital Services"",""Agreement Status"":""Active"",""Content"":""See Premiere Dashboard"",""Territory"":""WW?"",""Deal Terms ($$)"":""0.15"",""Payout Sch"":""Dashboard"",""Contract Type"":""Master Service Agreement"",""Contract Date"":""2023-05-26"",""Expiration Date"":""Effective unless terminated"",""Contract Link"":""Premiere Digital"",""Website Link"":""https://www.premieredigital.com/"",""Primary Contact"":""Chandler Greer"",""Email"":""Chandler.Greer@premieredigital.com"",""Additional Email"":"""",""Notes"":""Any Platform other than Itunes, Google Play, Amazon, and Microsoft Xbox require a \""Pitch\"" Pitch Fee=$150 per film or per TV Season / Delivery Rates: Film First platform=$800 Additional Platform $175 Episodic First Platform (0-30) = $225 (31-60) $350 Addidtional Platform: $100 / Pitch Fees: $150 per title or TV Season, per platform""}"
"rights_out","Tubi","TBN","Tubi","active","","","","United States|Canada|Mexico|United Kingdom|Australia|New Zealand","VOD","Tubi","","","","_
Source content/feed scope: One on One with Kirk Cameron / Smoketown / In the Gap / This month in Christian History / DTH S4,5,6 / Crushing / Megiddo / Omega Code / Inexplicable / America's Hidden History / Jesus the Game Changer / One Night With the King / Una Noche Con El Rey / You Are Stronger Than You Think / Your Best Life Now / The Revolutionary / Carman : The Champion / The Cross : Arthur Blessit
Source deal terms: -
Source payout schedule: Dashboard","https://tubitv.com/live","digital-licensing-master:VOD Contracts:9","review","Missing expiration/end-type information; Unmapped territories: Certain Latin American Countries","VOD Contracts","9","https://www.dropbox.com/work/Digital%20Platforms%20Team/12.%20Digital%20Licensing%20%26%20Distribution/1.%20Distribution%20Partners/3.%20Active%20Partners/TUBI/Contracts/2020-2024?preview=Tubi_TBN_License+Agreement+%28jbc+sig%29+%281%29.pdf","https://tubitv.com/live","Andreia Araujo | aaraujo@tubi.tv","One on One with Kirk Cameron|Smoketown|In the Gap|This month in Christian History|Crushing|Megiddo|Omega Code|Inexplicable|America's Hidden History|Jesus the Game Changer|One Night With the King|Una Noche Con El Rey|You Are Stronger Than You Think|Your Best Life Now|The Revolutionary|Carman : The Champion|The Cross : Arthur Blessit","DTH::4|DTH::5|DTH::6","","{""Platform"":""Tubi"",""Agreement Status"":""Active"",""Content"":""One on One with Kirk Cameron / Smoketown / In the Gap / This month in Christian History / DTH S4,5,6 / Crushing / Megiddo / Omega Code / Inexplicable / America's Hidden History / Jesus the Game Changer / One Night With the King / Una Noche Con El Rey / You Are Stronger Than You Think / Your Best Life Now / The Revolutionary / Carman : The Champion / The Cross : Arthur Blessit"",""Territory"":""US / CA / MX / UK / Australia / New Zealand / Certain Latin American Countries"",""Deal Terms ($$)"":""-"",""Payout Sch"":""Dashboard"",""Contract Type"":"""",""Contract Date"":"""",""Expiration Date"":"""",""Contract Link"":""TUBI"",""Website Link"":""https://tubitv.com/live"",""Primary Contact"":""Andreia Araujo"",""Email"":""aaraujo@tubi.tv"",""Additional Email"":"""",""Notes"":""_""}"
"rights_out","VIZIO","TBN","VIZIO","active","2021-07-09","date","2029-09-30","United States|Canada","VOD","VIZIO","revenue_share","50% revenue share","","Auto renews for one year periods unless either party gives 30 days written notice / Connected through XUMO
Source contract type: Content License Agreement
Source content/feed scope: DTH S4,S5,S6,S7 / Juneteenth
Source deal terms: 0.5
Source payout schedule: Q
Source expiration: 2029-09-30","https://www.vizio.com/en/home","digital-licensing-master:VOD Contracts:10","import","","VOD Contracts","10","https://www.dropbox.com/scl/fi/6zxpbcgkoz9tkirdsao22/First-Amendment-to-VIZIO-Fully-Executed-2025.pdf?rlkey=idmpmm2kebnxhuefm2x2q8r4a&st=3f7k7kha&dl=0","https://www.vizio.com/en/home","David Zolot | david.zolot@vizio.com | nicole.baio@vizio.com | chris.woolsey@vizio.com","Juneteenth","DTH::4","","{""Platform"":""VIZIO"",""Agreement Status"":""Active"",""Content"":""DTH S4,S5,S6,S7 / Juneteenth"",""Territory"":""US / CA"",""Deal Terms ($$)"":""0.5"",""Payout Sch"":""Q"",""Contract Type"":""Content License Agreement"",""Contract Date"":""2021-07-09"",""Expiration Date"":""2029-09-30"",""Contract Link"":""VIZIO"",""Website Link"":""https://www.vizio.com/en/home"",""Primary Contact"":""David Zolot"",""Email"":""david.zolot@vizio.com"",""Additional Email"":""chris.woolsey@vizio.com"",""Notes"":""Auto renews for one year periods unless either party gives 30 days written notice / Connected through XUMO""}"
